mode,load,0_vgg19-8,1_densenet201-16,2_mobilenet_v3_small-2
mps-uncap,1.0,21.74091339111328,69.35310363769531,16.49188995361328
mig,1.0,23.35834503173828,61.47146224975586,12.401819229125977
