mode,load,0_vgg19-8,1_densenet201-16,2_mobilenet_v3_small-2
mps-uncap,1.0,10.537519454956055,60.06302833557129,10.24045467376709
mig,1.0,14.580736160278315,47.7011775970459,4.364719390869139
