mode,load,0_inception_v3-32,1_mobilenet_v2-32,2_mobilenet_v3_small-16,3_squeezenet1_1-16
mps-uncap,1.0,0.0007152557373046875,0.0007152557373046875,0.0073909759521484375,0.0007152557373046875
