mode,load,0_inception_v3-32,1_mobilenet_v2-32,2_mobilenet_v3_small-16,3_squeezenet1_1-16
mps-uncap,1.0,1191.4271050833975,2980.8925683780267,1798.6304720161104,2399.237901862971
