mode,load,0_efficientnet_b7-16,1_squeezenet1_1-32,2_vgg16-2
mps-uncap,0.8,290.9269380569458,51.09088897705081,51.628723144531406
mps-uncap,0.9,314.70510005950945,94.33629989624022,89.19407367706346
mps-uncap,1.0,1122.0710468292236,476.63448333740234,3056.314926147461
mps-uncap,0.5,109.3301010131837,20.13831615447993,14.394140243530265
mps-uncap,0.6,131.60247802734364,26.74008846282959,17.384815216064386
mps-uncap,0.7,196.5111136436463,34.453892707824714,25.97402572631838
mps-uncap,0.1,38.19755554199208,8.60542058944702,5.9059810638427575
mps-uncap,0.2,50.322778224945054,9.912869930267334,7.524309158325189
mps-uncap,0.3,63.02848815917969,14.232902526855463,9.29479598999024
mps-uncap,0.4,72.47543334960938,15.405020713806135,10.98891258239746
