mode,load,0_efficientnet_b7-16,1_squeezenet1_1-32,2_vgg16-2
mps-uncap,0.8,122.59888648986822,19.78039741516114,14.429950714111326
mps-uncap,0.9,171.68893814086914,40.554571151733434,26.591444015502937
mps-uncap,1.0,788.7985706329346,397.7158546447754,2764.992952346802
mps-uncap,0.5,30.852055549621586,4.272031784057624,2.620697021484375
mps-uncap,0.6,38.42425346374512,6.413817405700684,4.34112548828125
mps-uncap,0.7,61.78941726684569,10.16855239868164,6.94880485534668
mps-uncap,0.1,0.0690460205078125,0.06866455078125,0.06709098815917969
mps-uncap,0.2,0.0695943832397461,0.06880760192871102,0.06766319274902342
mps-uncap,0.3,10.94064712524424,1.8607139587402346,0.9632110595703125
mps-uncap,0.4,18.171167373657248,2.6046991348266615,1.7316341400146484
