mode,load,0_densenet201-8,1_efficientnet_b5-8,2_mobilenet_v3_large-8
mps-uncap,0.6,101.59545660018918,37.90363073349,28.108417987823486
mig,0.6,86.88887834548952,128.8055562973022,19.94099378585815
mps-uncap,0.7,149.18692588806158,42.508101463317864,34.78662967681883
mig,0.7,127.72788047790526,249.6591329574592,36.958074569702035
mps-uncap,0.8,392.30981826782164,49.67691421508776,59.03788566589356
mig,0.8,303.6776161193845,189.4648933410645,43.080508708953886
mps-uncap,0.9,590.1060295104975,63.02137851715088,351.71648263931274
mig,0.9,266.76105022430426,485.6733989715577,105.20689010620114
mps-uncap,1.0,5698.0726432800275,60.01575946807855,6907.149016857147
mig,1.0,794.3062591552734,977.8376102447511,1513.7852954864502
mps-uncap,1.1,12543.320417404171,108.50855827331546,11703.235902786257
mig,1.1,8598.33284854889,8491.631336212158,8322.183048725128
mps-uncap,1.2,20287.068796157837,118.872344493866,17373.25387716293
mig,1.2,14545.953161716461,14784.801542758942,15843.251688480379
mps-uncap,1.3,26792.698302268982,135.84752082824699,23336.561536788937
mig,1.3,20245.93105316162,22376.502020359036,20825.112144947052
