mode,load,0_densenet201-8,1_efficientnet_b5-8,2_mobilenet_v3_large-8
mps-uncap,0.6,25.74598789215088,18.760700225830078,7.985293865203857
mig,0.6,23.01034212112427,29.010210037231445,6.410439014434814
mps-uncap,0.7,26.02922439575196,20.1227068901062,6.959223747253416
mig,0.7,22.5200080871582,28.952293395996094,6.110725402832017
mps-uncap,0.8,26.362872123718258,20.24174690246582,6.860408782958984
mig,0.8,21.976785659790036,28.89570236206055,5.976934432983398
mps-uncap,0.9,26.872286796569814,17.661509513854977,7.839679718017582
mig,0.9,21.98530673980713,28.802776336669922,5.986838340759277
mps-uncap,1.0,26.64774894714355,17.807586193084717,7.853269577026367
mig,1.0,21.962547302246094,28.855907917022705,5.90829849243164
mps-uncap,1.1,26.698198318481438,20.082435607910156,6.769833564758306
mig,1.1,22.011518478393555,28.96583080291748,5.881905555725096
mps-uncap,1.2,26.35793685913086,20.00584602355957,6.66966676712036
mig,1.2,21.61871910095215,28.76889705657959,5.843505859375001
mps-uncap,1.3,26.3100004196167,19.80571746826172,6.703448295593262
mig,1.3,21.937901973724365,29.008724689483643,6.040003299713135
