mode,load,0_densenet201-8,1_efficientnet_b5-8,2_mobilenet_v3_large-8
mps-uncap,0.6,21.226048469543457,16.23237133026123,5.12385368347168
mig,0.6,20.774364471435547,27.213573455810547,4.975080490112305
mps-uncap,0.7,21.256685256958008,16.39997959136963,5.132317543029785
mig,0.7,20.70903778076172,27.129650115966797,4.964113235473633
mps-uncap,0.8,21.28005027770996,16.544103622436523,5.146026611328125
mig,0.8,20.381808280944824,26.77440643310547,4.967212677001953
mps-uncap,0.9,21.788835525512695,15.999794006347656,5.122661590576172
mig,0.9,20.578622817993164,26.702880859375,5.042076110839844
mps-uncap,1.0,21.735191345214844,16.120314598083496,5.166053771972656
mig,1.0,20.517349243164062,26.693224906921387,4.992246627807617
mps-uncap,1.1,22.34029769897461,16.742467880249023,5.048274993896484
mig,1.1,20.71523666381836,26.697158813476562,4.974365234375
mps-uncap,1.2,22.500038146972656,16.778945922851562,5.026817321777344
mig,1.2,20.3092098236084,26.638031005859375,5.040884017944336
mps-uncap,1.3,22.55260944366455,16.693830490112305,5.139827728271484
mig,1.3,20.800471305847168,26.820063591003418,4.96220588684082
