mode,load,0_densenet201-8,1_efficientnet_b5-8,2_mobilenet_v3_large-8
mps-uncap,0.6,20.430803298950195,15.337705612182617,4.894733428955078
mig,0.6,20.119667053222656,26.387929916381836,4.770040512084961
mps-uncap,0.7,20.331144332885742,15.177488327026367,4.919290542602539
mig,0.7,20.13230323791504,26.418447494506836,4.797220230102539
mps-uncap,0.8,20.400285720825195,15.156030654907227,4.938840866088867
mig,0.8,19.918441772460938,26.40819549560547,4.834890365600586
mps-uncap,0.9,20.727872848510742,15.072345733642578,4.91786003112793
mig,0.9,20.197153091430664,26.42679214477539,4.9114227294921875
mps-uncap,1.0,20.48468589782715,15.228748321533203,4.949331283569336
mig,1.0,20.194053649902344,26.42679214477539,4.871606826782227
mps-uncap,1.1,20.316600799560547,15.318870544433594,4.863977432250977
mig,1.1,20.366907119750977,26.445865631103516,4.852056503295898
mps-uncap,1.2,20.606517791748047,15.499353408813477,4.815578460693359
mig,1.2,19.941091537475586,26.43585205078125,4.909753799438477
mps-uncap,1.3,20.450830459594727,15.413284301757812,4.927158355712891
mig,1.3,20.39504051208496,26.41439437866211,4.814386367797852
