mode,load,0_densenet201-8,1_efficientnet_b5-8,2_mobilenet_v3_large-8
mps-uncap,0.6,48.68011474609375,15.147876739501951,12.74871826171875
mig,0.6,39.988183975219734,60.36047935485839,9.933471679687496
mps-uncap,0.7,79.46534156799318,19.293904304504395,16.903853416442875
mig,0.7,60.83998680114747,81.74142837524414,15.480279922485359
mps-uncap,0.8,187.87388801574713,25.2300500869751,28.569889068603516
mig,0.8,115.042519569397,119.87009048461918,22.87595272064209
mps-uncap,0.9,344.6628570556641,28.00068855285645,245.29290199279785
mig,0.9,176.74272060394293,354.5168399810792,58.117532730102546
mps-uncap,1.0,5128.84635925293,32.23724365234376,6422.574281692505
mig,1.0,623.5058784484863,766.6549682617188,1232.8348636627197
mps-uncap,1.1,11493.45932006836,48.86107444763184,10604.314708709717
mig,1.1,7881.793403625487,7339.017677307131,7455.552339553833
mps-uncap,1.2,18354.792833328247,69.01037693023682,15821.906733512878
mig,1.2,12841.905093193054,13275.280237197876,14412.465524673462
mps-uncap,1.3,24662.59081363678,70.37065029144286,21038.384199142456
mig,1.3,18432.716035842896,20130.159974098206,18666.293263435364
