mode,load,0_densenet201-8,1_efficientnet_b5-8,2_mobilenet_v3_large-8
mps-uncap,0.6,185.16254425048828,82.89194107055664,65.51313400268555
mig,0.6,168.08342933654785,183.92348289489746,46.852827072143555
mps-uncap,0.7,250.14066696166992,104.14385795593262,68.53127479553223
mig,0.7,195.05643844604492,357.85698890686035,82.54623413085938
mps-uncap,0.8,531.7628383636475,122.29776382446289,91.96281433105469
mig,0.8,392.6966190338135,268.14770698547363,62.357425689697266
mps-uncap,0.9,695.7759857177734,104.9966812133789,385.5259418487549
mig,0.9,339.430570602417,632.4422359466553,136.6133689880371
mps-uncap,1.0,5825.939178466797,128.85546684265137,7097.362279891968
mig,1.0,944.8275566101074,1123.9659786224365,1557.4378967285156
mps-uncap,1.1,12748.170852661133,176.4066219329834,11847.929239273071
mig,1.1,8726.972103118896,8658.97512435913,8393.426656723022
mps-uncap,1.2,20516.8616771698,181.56719207763672,17524.765729904175
mig,1.2,14684.791326522827,14976.15385055542,16097.471475601196
mps-uncap,1.3,27089.420795440674,236.9856834411621,23602.225303649902
mig,1.3,20571.502208709717,22569.512128829956,21090.718746185303
