mode,load,0_densenet201-8,1_efficientnet_b5-8,2_mobilenet_v3_large-8
mps-uncap,0.6,39.68977928161621,28.583049774169922,19.331932067871094
mig,0.6,30.63201904296875,31.836986541748047,15.053033828735352
mps-uncap,0.7,30.114412307739258,24.865388870239258,9.62066650390625
mig,0.7,34.10506248474121,42.575836181640625,7.8144073486328125
mps-uncap,0.8,31.684398651123047,26.502370834350586,20.489931106567383
mig,0.8,29.3426513671875,40.21430015563965,15.021800994873047
mps-uncap,0.9,28.72920036315918,18.90277862548828,12.501239776611328
mig,0.9,23.335695266723633,30.263423919677734,7.726192474365234
mps-uncap,1.0,30.533790588378906,19.078969955444336,18.202543258666992
mig,1.0,32.92417526245117,39.89553451538086,17.89712905883789
mps-uncap,1.1,38.30909729003906,32.67025947570801,14.688730239868164
mig,1.1,31.836986541748047,36.032676696777344,17.913818359375
mps-uncap,1.2,37.102460861206055,29.232263565063477,16.880035400390625
mig,1.2,30.25031089782715,37.15348243713379,19.416332244873047
mps-uncap,1.3,34.7743034362793,26.758670806884766,15.062808990478516
mig,1.3,32.61542320251465,37.817955017089844,18.54252815246582
