mode,load,0_densenet201-8,1_efficientnet_b5-8,2_mobilenet_v3_large-8
mps-uncap,0.6,0.014543533325195312,0.014781951904296875,0.011920928955078125
mig,0.6,0.01430511474609375,0.014543533325195312,0.011444091796875
mps-uncap,0.7,0.014543533325195312,0.012874603271484375,0.011920928955078125
mig,0.7,0.014781951904296875,0.015020370483398438,0.011682510375976562
mps-uncap,0.8,0.01430511474609375,0.01430511474609375,0.012874603271484375
mig,0.8,0.012874603271484375,0.014543533325195312,0.011444091796875
mps-uncap,0.9,0.015735626220703125,0.011920928955078125,0.013589859008789062
mig,0.9,0.014781951904296875,0.015020370483398438,0.012159347534179688
mps-uncap,1.0,0.028371810913085938,0.014781951904296875,0.015497207641601562
mig,1.0,0.014781951904296875,0.014066696166992188,0.014781951904296875
mps-uncap,1.1,0.015735626220703125,0.012636184692382812,0.015020370483398438
mig,1.1,0.015497207641601562,0.015497207641601562,0.0152587890625
mps-uncap,1.2,0.020265579223632812,0.012159347534179688,0.014543533325195312
mig,1.2,0.019788742065429688,0.029325485229492188,0.014781951904296875
mps-uncap,1.3,0.02574920654296875,0.0152587890625,0.015497207641601562
mig,1.3,0.025272369384765625,0.0171661376953125,0.015020370483398438
