mode,load,0_densenet201-8,1_efficientnet_b5-8,2_mobilenet_v3_large-8
mps-uncap,0.6,164.62159156799316,65.35768508911133,60.508012771606445
mig,0.6,147.66502380371094,157.09590911865234,41.95046424865723
mps-uncap,0.7,228.8186550140381,88.09876441955566,63.45009803771973
mig,0.7,174.34310913085938,330.41834831237793,77.57902145385742
mps-uncap,0.8,509.01079177856445,105.14712333679199,86.61293983459473
mig,0.8,372.5159168243408,241.06168746948242,57.343482971191406
mps-uncap,0.9,672.583818435669,89.75744247436523,379.23312187194824
mig,0.9,319.02098655700684,605.8971881866455,131.62732124328613
mps-uncap,1.0,5805.298805236816,112.72597312927246,7090.625047683716
mig,1.0,924.0984916687012,1097.465991973877,1552.4747371673584
mps-uncap,1.1,12726.03154182434,159.81817245483398,11838.791370391846
mig,1.1,8706.398725509644,8632.288932800293,8388.532161712646
mps-uncap,1.2,20493.22247505188,165.05980491638184,17519.763946533203
mig,1.2,14663.788318634033,14949.355125427246,16089.823007583618
mps-uncap,1.3,27066.50161743164,220.22652626037598,23590.415954589844
mig,1.3,20550.502061843872,22541.27335548401,21079.5476436615
