mode,load,0_densenet201-8,1_efficientnet_b5-8,2_mobilenet_v3_large-8
mps-uncap,0.6,20.47562599182129,15.48314094543457,4.922389984130859
mig,0.6,20.241975784301758,26.45587921142578,4.810094833374023
mps-uncap,0.7,20.49398422241211,15.238285064697266,4.968166351318359
mig,0.7,20.19357681274414,26.43752098083496,4.841089248657227
mps-uncap,0.8,20.562171936035156,15.300512313842773,4.991292953491211
mig,0.8,20.029544830322266,26.467323303222656,4.885196685791016
mps-uncap,0.9,20.87235450744629,15.158891677856445,4.956483840942383
mig,0.9,20.33829689025879,26.511669158935547,4.964351654052734
mps-uncap,1.0,24.5668888092041,15.325069427490234,5.156517028808594
mig,1.0,20.40576934814453,26.51214599609375,5.016803741455078
mps-uncap,1.1,20.87259292602539,15.334129333496094,5.025386810302734
mig,1.1,20.69258689880371,26.643037796020508,5.040407180786133
mps-uncap,1.2,23.310184478759766,15.675783157348633,5.017518997192383
mig,1.2,20.41006088256836,26.61442756652832,5.138158798217773
mps-uncap,1.3,22.193193435668945,15.53487777709961,5.14531135559082
mig,1.3,21.633386611938477,26.61752700805664,4.954099655151367
