mode,load,0_densenet201-8,1_efficientnet_b5-8,2_mobilenet_v3_large-8
mps-uncap,0.6,23.11718463897705,17.232561111450195,5.9871673583984375
mig,0.6,21.45841121673584,28.041982650756836,5.537700653076172
mps-uncap,0.7,23.83871078491211,18.58377456665039,5.619072914123535
mig,0.7,21.290063858032227,28.005409240722656,5.432224273681641
mps-uncap,0.8,24.016666412353516,18.755316734313965,5.572700500488282
mig,0.8,20.984578132629395,27.924585342407227,5.316424369812012
mps-uncap,0.9,23.927736282348633,16.82591438293457,6.132960319519043
mig,0.9,21.136760711669922,27.74066925048828,5.3005218505859375
mps-uncap,1.0,23.90885353088379,16.93599224090576,6.162285804748535
mig,1.0,21.10118865966797,27.732253074645996,5.229806900024414
mps-uncap,1.1,24.330568313598633,18.5880184173584,5.52053451538086
mig,1.1,21.220111846923828,27.840232849121094,5.192279815673828
mps-uncap,1.2,24.363994598388672,18.32270622253418,5.539989471435547
mig,1.2,20.815443992614746,27.623653411865234,5.2337646484375
mps-uncap,1.3,24.40617084503174,18.04201602935791,5.620002746582031
mig,1.3,21.22471332550049,28.03347110748291,5.243086814880371
