mode,load,0_densenet201-8,1_efficientnet_b5-8,2_mobilenet_v3_large-8
mps-uncap,0.6,9.934782981872559,0.022649765014648438,2.7674436569213867
mig,0.6,6.339430809020996,11.252880096435547,1.873016357421875
mps-uncap,0.7,19.891738891601562,0.02193450927734375,4.114031791687012
mig,0.7,14.498710632324219,19.49167251586914,3.7767887115478516
mps-uncap,0.8,44.1129207611084,0.2957582473754883,7.946491241455078
mig,0.8,23.719429969787598,34.966230392456055,6.279706954956055
mps-uncap,0.9,129.38261032104492,2.223968505859375,65.4442310333252
mig,0.9,50.748229026794434,139.88924026489258,15.753507614135742
mps-uncap,1.0,2944.9520111083984,5.962848663330078,3478.8471460342407
mig,1.0,252.06613540649414,330.8767080307007,726.9725799560547
mps-uncap,1.1,6525.253534317017,12.19487190246582,5837.383508682251
mig,1.1,4079.4308185577393,3989.6063804626465,4062.8217458724976
mps-uncap,1.2,11303.5249710083,17.142534255981445,8903.425216674805
mig,1.2,6553.895831108093,7917.998671531677,7909.514904022217
mps-uncap,1.3,14623.91746044159,19.18947696685791,11881.322860717773
mig,1.3,10399.658560752869,11057.936906814575,10119.614601135254
