mode,load,0_efficientnet_b6-4,1_resnet50-4,2_squeezenet1_1-32
mps-uncap,0.8,59.8569393157959,19.340085983276367,18.23959350585938
mps-uncap,0.9,78.7193775177002,22.528624534606948,27.06885337829594
mps-uncap,1.0,194.8254108428955,50.45738220214844,158.46948623657227
mps-uncap,0.5,28.53765487670901,13.414859771728516,8.290672302246094
mps-uncap,0.6,31.361103057861328,13.60940933227539,10.050916671752931
mps-uncap,0.7,40.5808448791504,13.69631290435791,13.319134712219242
mps-uncap,0.1,26.216459274291996,7.808589935302734,4.331445693969727
mps-uncap,0.2,28.229832649230957,9.152698516845707,5.267643928527833
mps-uncap,0.3,27.65350341796875,10.720658302307129,6.444835662841798
mps-uncap,0.4,26.521015167236328,12.354516983032227,7.392072677612308
