mode,load,0_efficientnet_b6-4,1_resnet50-4,2_squeezenet1_1-32
mps-uncap,0.8,133.80676782220962,416.5101797744873,5010.409790164993
mps-uncap,0.9,139.46884819273544,462.83593971353883,5663.3133569661295
mps-uncap,1.0,156.40080282862527,526.5546609774882,6288.211749274053
mps-uncap,0.5,84.81454824692769,269.295192854157,3034.9017678802484
mps-uncap,0.6,99.16774897352452,312.7081330766349,3689.745388210365
mps-uncap,0.7,117.42214743002766,374.7788248622966,4402.407331402818
mps-uncap,0.1,19.355368247898486,53.44819794969808,602.7593692666435
mps-uncap,0.2,31.945477391506213,101.85457377543321,1304.1209190525701
mps-uncap,0.3,48.7723964571933,160.44210760248745,1886.4307426424873
mps-uncap,0.4,65.37019923358727,215.21553553931938,2535.7028148997065
