mode,load,0_efficientnet_b6-4,1_resnet50-4,2_squeezenet1_1-32
mps-uncap,0.8,24.951934814453125,9.53054428100586,6.004810333251953
mps-uncap,0.9,25.391578674316406,8.899211883544922,6.116628646850586
mps-uncap,1.0,26.48162841796875,9.039878845214844,6.968498229980469
mps-uncap,0.5,25.154590606689453,9.300470352172852,6.004095077514648
mps-uncap,0.6,24.887561798095703,9.467601776123047,5.560398101806641
mps-uncap,0.7,24.654865264892578,10.00666618347168,6.028413772583008
mps-uncap,0.1,27.831315994262695,8.46409797668457,5.475044250488281
mps-uncap,0.2,28.49102020263672,8.23068618774414,5.656719207763672
mps-uncap,0.3,30.08890151977539,9.238243103027344,5.533933639526367
mps-uncap,0.4,28.019189834594727,9.187936782836914,5.480527877807617
