mode,load,0_inception_v3-32,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v2-4
mps-uncap,1.0,0.000476837158203125,0.0007152557373046875,0.000476837158203125,0.00095367431640625
