mode,load,0_efficientnet_b5-2,1_inception_v3-16,2_mobilenet_v2-32,3_resnet50-32
mps-uncap,1.0,0.010251998901367188,0.0007152557373046875,0.0007152557373046875,0.0007152557373046875
