mode,load,0_densenet121-8,1_densenet201-16,2_vgg16-4
mps-uncap,0.8,18.271327018737793,38.42151165008545,5.991220474243164
mps-uncap,0.9,25.266408920288086,64.3613338470459,9.281635284423828
mps-uncap,1.0,203.00304889678955,466.66979789733887,88.0366563796997
mps-uncap,0.5,14.102578163146973,23.033618927001953,3.731966018676758
mps-uncap,0.6,13.938069343566895,25.136947631835938,4.289031028747559
mps-uncap,0.7,14.378547668457031,31.195402145385742,4.912376403808594
mps-uncap,0.1,16.97397232055664,28.90479564666748,3.0889511108398438
mps-uncap,0.2,16.864299774169922,21.716833114624023,3.093719482421875
mps-uncap,0.3,16.615629196166992,21.663427352905273,3.101944923400879
mps-uncap,0.4,16.11185073852539,22.045135498046875,3.409862518310547
