mode,load,0_densenet121-8,1_densenet201-16,2_vgg16-4
mps-uncap,0.8,287.88385146186346,312.8206925538711,606.2733824311757
mps-uncap,0.9,339.7968015949713,353.5182341963685,681.4154134632921
mps-uncap,1.0,375.52995663760515,402.8861444184226,769.3525752897712
mps-uncap,0.5,185.93490645036317,193.45985496502192,385.3991821385436
mps-uncap,0.6,225.59224805825076,247.89002173396716,451.48676079535323
mps-uncap,0.7,268.3436829923169,279.60681840342187,541.9914358495834
mps-uncap,0.1,37.10907345061699,35.87039435405575,73.42568159237959
mps-uncap,0.2,73.07133112955428,83.89958640793327,156.5002432216757
mps-uncap,0.3,114.26869994670436,115.94045934919284,226.12992988730454
mps-uncap,0.4,150.69953851003464,163.2599949683658,309.22514550301634
