mode,load,0_resnet152-4,1_resnet152-4,2_resnet152-4,3_resnet152-4
mig,0.1,22.50997066497804,16.772480010986314,22.68439769744874,25.095322132110585
mig,0.2,22.810897827148434,23.553216457366915,23.725557327270465,40.10015726089477
mig,0.3,30.63018321990964,30.751628875732386,37.67656564712522,53.18054199218754
mig,0.4,42.34314203262329,49.34174537658691,43.98975610733032,64.78943824768074
mig,0.5,49.62758541107175,59.27932024002074,64.2491102218627,108.74362230300892
mig,0.6,100.07537364959708,74.50069427490237,89.39627408981335,143.7742710113526
mig,0.7,125.43261051177993,94.77097511291504,93.9464664459228,196.81963920593267
mig,0.8,175.4713773727416,162.08665847778357,223.3693027496338,582.4884176254272
mig,0.9,393.81464958190907,418.90478134155273,446.21867179870605,1024.494502544403
mig,1.0,4035.9071111679077,2906.1061525344844,4031.606912612915,6786.010694503784
