mode,load,0_resnet152-4,1_resnet152-4,2_resnet152-4,3_resnet152-4
mig,0.1,26.77411908207306,26.08292260811502,29.40641739420151,13.123105876183072
mig,0.2,56.08091395498587,53.8583208627446,52.103603293689,27.792589986090547
mig,0.3,80.20458902547921,80.20803200838984,79.19434063956533,41.50956894974378
mig,0.4,111.05465876425238,110.62113082479296,110.65365575755793,55.54939894798476
mig,0.5,135.2426414373578,132.5531794838917,135.21575799261348,70.38898618919205
mig,0.6,171.10818994920112,161.325706839031,166.89391251298395,84.5581831075231
mig,0.7,203.5329389357002,189.15806786721427,186.28315320111093,102.3805869871032
mig,0.8,217.35917737093374,217.69256641873145,220.5136752059449,116.63732817398463
mig,0.9,246.13571157676964,244.231094152041,242.54064328189014,131.18791714495183
mig,1.0,257.7556697340873,254.0582303246691,254.62045140977466,132.39763203104783
