mode,load,0_densenet121-16,1_resnet101-4,2_resnet18-8
mps-uncap,0.8,12.943625450134277,8.996725082397461,2.559781074523926
mps-uncap,0.9,14.472246170043945,9.495735168457031,2.8488636016845703
mps-uncap,1.0,16.08264446258545,10.904192924499512,3.0755996704101562
mps-uncap,0.5,11.694192886352539,9.2543363571167,2.8448104858398438
mps-uncap,0.6,11.902093887329102,8.628129959106445,2.7146339416503906
mps-uncap,0.7,12.309551239013672,8.515715599060059,2.629518508911133
mps-uncap,0.1,16.750335693359375,11.989593505859375,2.9449462890625
mps-uncap,0.2,16.295194625854492,11.967658996582031,2.9093027114868164
mps-uncap,0.3,12.863636016845703,11.641740798950195,2.955913543701172
mps-uncap,0.4,12.31527328491211,9.931802749633789,2.9439926147460938
