mode,load,0_densenet121-16,1_resnet101-4,2_resnet18-8
mps-uncap,0.8,40.32671451568602,18.709373474121097,6.768465042114258
mps-uncap,0.9,93.21262836456302,34.044504165649414,15.347433090209961
mps-uncap,1.0,1890.1214599609375,104.72180843353273,54.34803962707519
mps-uncap,0.5,12.433505058288574,10.404133796691896,3.5347700119018586
mps-uncap,0.6,14.335203170776369,10.785055160522461,3.9271354675292973
mps-uncap,0.7,22.82733917236328,13.600659370422363,4.86607551574707
mps-uncap,0.1,1.4982223510742343,0.07436275482177736,0.0705718994140625
mps-uncap,0.2,8.986353874206543,6.112575531005859,1.1794328689575202
mps-uncap,0.3,9.690999984741211,8.95621776580811,2.2284984588623047
mps-uncap,0.4,10.585880279541016,10.327482223510742,2.831649780273438
