mode,load,0_densenet121-16,1_resnet101-4,2_resnet18-8
mps-uncap,0.8,125.61583518981934,71.63143157958984,29.39748764038086
mps-uncap,0.9,211.93432807922363,124.44567680358887,57.04903602600098
mps-uncap,1.0,2362.2429370880127,248.51369857788086,126.8472671508789
mps-uncap,0.5,47.75428771972656,39.33072090148926,15.320539474487305
mps-uncap,0.6,57.02090263366699,36.547183990478516,16.100168228149414
mps-uncap,0.7,80.67584037780762,43.94650459289551,21.065711975097656
mps-uncap,0.1,16.634702682495117,22.702932357788086,4.84776496887207
mps-uncap,0.2,24.713516235351562,28.612375259399414,6.817817687988281
mps-uncap,0.3,32.21321105957031,33.941030502319336,9.285211563110352
mps-uncap,0.4,43.965816497802734,48.801422119140625,12.502431869506836
