mode,load,0_efficientnet_b7-16,1_efficientnet_b7-16
mig,0.1,68.75395774841309,98.11758995056152
mig,0.2,109.68947410583496,161.68808937072754
mig,0.3,120.20134925842285,159.77883338928223
mig,0.4,145.9178924560547,234.77864265441895
mig,0.5,258.5277557373047,263.46373558044434
mig,0.6,374.4814395904541,362.2908592224121
mig,0.7,356.28676414489746,658.8680744171143
mig,0.8,720.611572265625,1058.2659244537354
mig,0.9,2686.1836910247803,2557.265520095825
mig,1.0,10629.195213317871,6625.461578369141
