mode,load,0_efficientnet_b7-16,1_efficientnet_b7-16
mig,0.1,0.04315376281738281,0.04124641418457031
mig,0.2,0.03314018249511719,0.04363059997558594
mig,0.3,0.035762786865234375,0.04220008850097656
mig,0.4,0.034332275390625,0.04863739013671875
mig,0.5,3.3440589904785156,3.2863616943359375
mig,0.6,29.60824966430664,28.56755256652832
mig,0.7,50.01366138458252,41.608214378356934
mig,0.8,115.50211906433105,210.61193943023682
mig,0.9,1194.2775249481201,1380.3188800811768
mig,1.0,5641.78192615509,2544.9626445770264
