mode,load,0_inception_v3-8,1_resnet101-4,2_vgg13-8
mps-uncap,0.8,4.859447479248047,5.047082901000977,4.420995712280273
mps-uncap,0.9,4.87065315246582,4.974603652954102,4.41431999206543
mps-uncap,1.0,4.839658737182617,5.121946334838867,4.456043243408203
mps-uncap,0.5,4.843950271606445,5.047082901000977,4.407644271850586
mps-uncap,0.6,4.791498184204102,4.976987838745117,4.406213760375977
mps-uncap,0.7,4.815578460693359,4.927873611450195,4.405975341796875
mps-uncap,0.1,4.960060119628906,5.193471908569336,4.398345947265625
mps-uncap,0.2,4.884243011474609,5.051374435424805,4.401683807373047
mps-uncap,0.3,4.874944686889648,5.050420761108398,4.392862319946289
mps-uncap,0.4,4.937171936035156,5.101442337036133,4.394769668579102
