mode,load,0_inception_v3-8,1_resnet101-4,2_vgg13-8
mps-uncap,0.8,4.933834075927734,5.095481872558594,4.432916641235352
mps-uncap,0.9,4.96363639831543,5.023479461669922,4.444599151611328
mps-uncap,1.0,4.960060119628906,5.892753601074219,4.47845458984375
mps-uncap,0.5,4.962444305419922,5.397796630859375,4.42814826965332
mps-uncap,0.6,4.93621826171875,5.03087043762207,4.425764083862305
mps-uncap,0.7,4.944324493408203,4.982709884643555,4.422664642333984
mps-uncap,0.1,5.33747673034668,5.213022232055664,4.427194595336914
mps-uncap,0.2,4.896640777587891,5.069255828857422,4.42957878112793
mps-uncap,0.3,5.129337310791016,5.224466323852539,4.408836364746094
mps-uncap,0.4,4.982709884643555,5.215883255004883,4.416227340698242
