mode,load,0_inception_v3-8,1_resnet101-4,2_vgg13-8
mps-uncap,0.8,24.2718505859375,22.341108322143555,5.9185791015625
mps-uncap,0.9,25.013079643249508,22.432193756103512,6.048545837402343
mps-uncap,1.0,26.206688880920407,25.634779930114746,6.08222246170044
mps-uncap,0.5,19.66089248657227,21.207301616668698,5.5855846405029315
mps-uncap,0.6,22.091693878173814,21.195375919342037,5.704641342163086
mps-uncap,0.7,23.389921188354496,21.47008657455444,5.833065509796144
mps-uncap,0.1,15.339860916137695,15.165424346923826,5.236172676086425
mps-uncap,0.2,15.981810092926027,15.752553939819336,5.2829742431640625
mps-uncap,0.3,17.75414943695068,17.86919116973877,5.444545745849608
mps-uncap,0.4,18.824923038482666,18.84775161743165,5.4741597175598145
