mode,load,0_inception_v3-8,1_resnet101-4,2_vgg13-8
mps-uncap,0.8,25.52056312561035,24.100780487060547,6.552457809448242
mps-uncap,0.9,26.088476181030273,23.28181266784668,6.627559661865234
mps-uncap,1.0,26.762723922729492,28.20730209350586,7.225751876831055
mps-uncap,0.5,21.90566062927246,22.614240646362305,6.031513214111328
mps-uncap,0.6,24.1243839263916,22.2928524017334,6.028890609741211
mps-uncap,0.7,24.48725700378418,22.475004196166992,6.549596786499023
mps-uncap,0.1,15.764713287353516,16.103029251098633,5.652904510498047
mps-uncap,0.2,17.69399642944336,19.0122127532959,6.012678146362305
mps-uncap,0.3,20.76554298400879,21.78168296813965,5.924701690673828
mps-uncap,0.4,22.84836769104004,20.762205123901367,5.882740020751953
