mode,load,0_inception_v3-8,1_resnet101-4,2_vgg13-8
mps-uncap,0.8,18.01466941833496,18.056869506835938,8.657455444335938
mps-uncap,0.9,23.757100105285645,24.014949798583984,13.216972351074219
mps-uncap,1.0,263.4406089782715,1168.227195739746,72.4029541015625
mps-uncap,0.5,13.164281845092773,13.180851936340332,5.03849983215332
mps-uncap,0.6,13.198137283325195,12.972831726074219,5.334734916687012
mps-uncap,0.7,14.363288879394531,13.901233673095703,6.6329240798950195
mps-uncap,0.1,12.314558029174805,12.630462646484375,4.5729875564575195
mps-uncap,0.2,12.900710105895996,12.130260467529297,4.571199417114258
mps-uncap,0.3,13.125181198120117,12.851119041442871,4.6378374099731445
mps-uncap,0.4,12.848138809204102,13.402462005615234,4.822254180908203
