mode,load,0_inception_v3-8,1_resnet101-4,2_vgg13-8
mps-uncap,0.8,0.011682510375976562,0.01049041748046875,0.008106231689453125
mps-uncap,0.9,0.011682510375976562,0.010967254638671875,0.008821487426757812
mps-uncap,1.0,0.011444091796875,0.012159347534179688,0.009298324584960938
mps-uncap,0.5,0.01239776611328125,0.013113021850585938,0.010251998901367188
mps-uncap,0.6,0.011920928955078125,0.010728836059570312,0.00858306884765625
mps-uncap,0.7,0.010967254638671875,0.010967254638671875,0.00858306884765625
mps-uncap,0.1,0.025510787963867188,0.019550323486328125,0.011444091796875
mps-uncap,0.2,0.01239776611328125,0.011920928955078125,0.010251998901367188
mps-uncap,0.3,0.01430511474609375,0.014543533325195312,0.010728836059570312
mps-uncap,0.4,0.011444091796875,0.011920928955078125,0.010967254638671875
