mode,load,0_mobilenet_v2-32,1_mobilenet_v2-8,2_mobilenet_v3_large-2,3_resnet50-32
mps-uncap,1.0,2053.7407937632333,695.2455913380707,158.58353334022496,1369.0461951069574
