mode,load,0_inception_v3-32,1_vgg11-32,2_vgg19-2
mps-uncap,0.8,401.56332487865484,1884.8141142946333,110.36127214116703
mps-uncap,0.9,463.3930571839253,2175.378660742946,124.03688475724448
mps-uncap,1.0,495.7328719112123,2375.930809850213,142.12415708753872
mps-uncap,0.5,243.31101087740117,1202.5091139316758,68.89435109928912
mps-uncap,0.6,286.0115994658675,1413.8111483747762,82.76222089292669
mps-uncap,0.7,329.5476014009528,1736.6063246224146,97.92693021515305
mps-uncap,0.1,53.19783814252988,222.91656062120023,13.973346623819065
mps-uncap,0.2,97.14440536472812,494.4152929181011,28.77748501201079
mps-uncap,0.3,166.07782603943645,707.7350186941843,44.99018032880669
mps-uncap,0.4,207.7215119475974,996.0424931648463,53.98753541560215
