mode,load,0_inception_v3-32,1_vgg11-32,2_vgg19-2
mps-uncap,0.8,239.5951747894287,151.6282558441162,80.23691177368164
mps-uncap,0.9,702.2192478179932,272.8140354156494,120.92828750610352
mps-uncap,1.0,1942.2650337219238,550.0273704528809,1390.8541202545166
mps-uncap,0.5,81.46405220031738,56.57029151916504,40.83538055419922
mps-uncap,0.6,104.14361953735352,66.12205505371094,36.463022232055664
mps-uncap,0.7,177.40726470947266,97.36490249633789,83.0085277557373
mps-uncap,0.1,26.33500099182129,25.60567855834961,15.438318252563477
mps-uncap,0.2,32.46355056762695,30.658960342407227,20.074844360351562
mps-uncap,0.3,47.31249809265137,41.754961013793945,28.690814971923828
mps-uncap,0.4,56.676626205444336,54.30865287780762,27.65798568725586
