mode,load,0_inception_v3-32,1_vgg11-32,2_vgg19-2
mps-uncap,0.8,0.012636184692382812,0.0095367431640625,0.010728836059570312
mps-uncap,0.9,0.012874603271484375,0.009298324584960938,0.010013580322265625
mps-uncap,1.0,0.014066696166992188,0.011444091796875,0.010251998901367188
mps-uncap,0.5,0.017404556274414062,0.010728836059570312,0.010251998901367188
mps-uncap,0.6,0.013589859008789062,0.010251998901367188,0.011205673217773438
mps-uncap,0.7,0.012874603271484375,0.011205673217773438,0.010728836059570312
mps-uncap,0.1,0.025987625122070312,0.018358230590820312,0.011920928955078125
mps-uncap,0.2,0.02384185791015625,0.01239776611328125,0.010967254638671875
mps-uncap,0.3,0.015974044799804688,0.012636184692382812,0.011444091796875
mps-uncap,0.4,0.012159347534179688,0.009298324584960938,0.010967254638671875
