mode,load,0_inception_v3-32,1_vgg11-32,2_vgg19-2
mps-uncap,0.8,63.52424621582031,14.446134567260739,17.157034873962402
mps-uncap,0.9,64.78480577468872,14.926457405090332,17.49709129333497
mps-uncap,1.0,65.7771158218384,15.03213882446289,19.114840030670166
mps-uncap,0.5,48.58356475830078,13.357405662536623,13.348407745361317
mps-uncap,0.6,55.5530166625977,13.631000518798828,15.487339496612547
mps-uncap,0.7,61.728506088256836,14.106836318969727,16.245021820068363
mps-uncap,0.1,26.20882511138916,12.610199451446533,11.143932342529297
mps-uncap,0.2,29.28304672241211,12.417130470275874,11.655826568603509
mps-uncap,0.3,37.243518829345696,12.622756958007812,11.858956813812258
mps-uncap,0.4,44.72424030303955,12.81768798828125,13.478767871856693
