mode,load,0_inception_v3-32,1_vgg11-32,2_vgg19-2
mps-uncap,0.8,10.360002517700195,9.860515594482422,2.2482872009277344
mps-uncap,0.9,10.444164276123047,9.876251220703125,2.2509098052978516
mps-uncap,1.0,10.401248931884766,9.906530380249023,2.2385120391845703
mps-uncap,0.5,10.389089584350586,9.818077087402344,2.232789993286133
mps-uncap,0.6,10.354042053222656,9.813785552978516,2.2356510162353516
mps-uncap,0.7,10.425090789794922,9.850502014160156,2.215147018432617
mps-uncap,0.1,10.434865951538086,9.832620620727539,2.2361278533935547
mps-uncap,0.2,10.43701171875,9.802103042602539,2.2225379943847656
mps-uncap,0.3,10.42032241821289,9.826898574829102,2.222776412963867
mps-uncap,0.4,10.428905487060547,9.801864624023438,2.229452133178711
