mode,load,0_inception_v3-32,1_vgg11-32,2_vgg19-2
mps-uncap,0.8,10.373115539550781,9.897708892822266,2.2780895233154297
mps-uncap,0.9,10.490179061889648,9.91201400756836,2.2957324981689453
mps-uncap,1.0,10.744094848632812,9.920835494995117,2.2907257080078125
mps-uncap,0.5,10.434627532958984,9.85574722290039,2.2475719451904297
mps-uncap,0.6,10.404109954833984,9.863138198852539,2.2847652435302734
mps-uncap,0.7,10.475635528564453,9.873151779174805,2.241849899291992
mps-uncap,0.1,10.475635528564453,9.851455688476562,2.248048782348633
mps-uncap,0.2,10.460853576660156,9.814977645874023,2.237558364868164
mps-uncap,0.3,10.442495346069336,9.845972061157227,2.2361278533935547
mps-uncap,0.4,10.474920272827148,9.82522964477539,2.246856689453125
