mode,load,0_efficientnet_b6-16,1_efficientnet_b7-8,2_vgg13-16
mps-uncap,0.8,20.86353302001953,21.506786346435547,8.364677429199219
mps-uncap,0.9,69.5502758026123,58.41660499572754,12.71367073059082
mps-uncap,1.0,22.378921508789062,32.143592834472656,8.910417556762695
mps-uncap,0.5,20.596742630004883,21.7130184173584,8.507490158081055
mps-uncap,0.6,20.495891571044922,21.381378173828125,8.364677429199219
mps-uncap,0.7,20.70903778076172,21.546363830566406,8.47315788269043
mps-uncap,0.1,21.63529396057129,22.32217788696289,8.503198623657227
mps-uncap,0.2,20.494937896728516,22.150278091430664,8.386611938476562
mps-uncap,0.3,20.554304122924805,21.68893814086914,8.391141891479492
mps-uncap,0.4,20.611047744750977,21.345853805541992,8.31294059753418
