mode,load,0_efficientnet_b6-16,1_efficientnet_b7-8,2_vgg13-16
mps-uncap,0.8,20.83277702331543,21.229028701782227,8.353948593139648
mps-uncap,0.9,25.32958984375,53.38883399963379,9.028911590576172
mps-uncap,1.0,22.36175537109375,29.226303100585938,8.821249008178711
mps-uncap,0.5,20.471572875976562,21.38042449951172,8.482933044433594
mps-uncap,0.6,20.45273780822754,21.05569839477539,8.30221176147461
mps-uncap,0.7,20.68328857421875,21.18849754333496,8.346080780029297
mps-uncap,0.1,21.608591079711914,22.27616310119629,8.454084396362305
mps-uncap,0.2,20.470619201660156,21.25716209411621,8.328676223754883
mps-uncap,0.3,20.496606826782227,21.176815032958984,8.376836776733398
mps-uncap,0.4,20.57623863220215,20.96700668334961,8.29005241394043
