mode,load,0_efficientnet_b6-16,1_efficientnet_b7-8,2_vgg13-16
mps-uncap,0.8,68.06802749633789,75.27744770050049,11.117935180664062
mps-uncap,0.9,93.60194206237793,99.30777549743652,11.984825134277344
mps-uncap,1.0,96.37022018432617,102.8890609741211,12.132644653320312
mps-uncap,0.5,34.86347198486328,32.00817108154297,9.687423706054688
mps-uncap,0.6,38.91897201538086,35.945892333984375,9.760618209838867
mps-uncap,0.7,47.118425369262695,41.70584678649902,10.361313819885254
mps-uncap,0.1,34.47425365447998,38.05255889892578,9.847402572631836
mps-uncap,0.2,31.534671783447266,32.16123580932617,9.651899337768555
mps-uncap,0.3,28.919458389282227,26.973962783813477,9.644508361816406
mps-uncap,0.4,30.57694435119629,27.9233455657959,9.61923599243164
