mode,load,0_efficientnet_b6-16,1_efficientnet_b7-8,2_vgg13-16
mps-uncap,0.8,94.2232608795166,120.02348899841309,19.231081008911133
mps-uncap,0.9,103.45339775085449,112.49732971191406,21.181821823120117
mps-uncap,1.0,102.40530967712402,110.71443557739258,23.958683013916016
mps-uncap,0.5,96.59218788146973,99.63297843933105,19.15454864501953
mps-uncap,0.6,88.26327323913574,102.24795341491699,19.084453582763672
mps-uncap,0.7,98.3269214630127,106.66942596435547,18.24474334716797
mps-uncap,0.1,50.4305362701416,56.69832229614258,21.428585052490234
mps-uncap,0.2,56.03647232055664,54.393768310546875,17.560243606567383
mps-uncap,0.3,81.0401439666748,84.45310592651367,20.102262496948242
mps-uncap,0.4,85.95681190490723,74.7528076171875,18.45407485961914
