mode,load,0_efficientnet_b6-16,1_efficientnet_b7-8,2_vgg13-16
mps-uncap,0.8,86.80827617645264,111.20386123657227,13.310432434082031
mps-uncap,0.9,97.89800643920898,105.13005256652832,13.688039779663086
mps-uncap,1.0,98.7159013748169,107.56330490112305,13.7129545211792
mps-uncap,0.5,60.28099060058595,57.610464096069336,11.987447738647461
mps-uncap,0.6,68.21146011352539,74.9403715133667,12.227773666381836
mps-uncap,0.7,81.78949356079102,84.24665927886963,12.768387794494629
mps-uncap,0.1,43.78211498260498,49.75028038024902,13.792610168457031
mps-uncap,0.2,40.14809131622315,48.07929992675781,11.471748352050781
mps-uncap,0.3,43.39110851287842,43.33138465881348,11.307477951049805
mps-uncap,0.4,50.45971870422363,47.4445104598999,11.487126350402834
