mode,load,0_efficientnet_b6-16,1_efficientnet_b7-8,2_vgg13-16
mps-uncap,0.8,269.43317890167236,304.4325852394105,99.66974258422844
mps-uncap,0.9,1079.4141721725464,913.8514900207524,1128.445391654968
mps-uncap,1.0,7334.796249866486,3062.4564099311824,4796.975407600403
mps-uncap,0.5,103.60646247863768,49.43801403045653,34.67326164245608
mps-uncap,0.6,78.92089605331417,111.13551378250123,38.2955551147461
mps-uncap,0.7,129.94332313537595,168.4664654731748,66.16150140762328
mps-uncap,0.1,12.854743003845224,30.084185600280758,11.037635803222658
mps-uncap,0.2,26.038315296173078,12.770361900329549,14.235436916351318
mps-uncap,0.3,34.99094247817992,24.90663528442383,16.472363471984877
mps-uncap,0.4,48.01544189453122,30.384147167205807,21.008763313293468
