mode,load,0_efficientnet_b6-16,1_efficientnet_b7-8,2_vgg13-16
mps-uncap,0.8,221.2829589843751,231.06973171234134,68.44758987426758
mps-uncap,0.9,868.9793586730958,790.7943725585939,1028.4957408905032
mps-uncap,1.0,6624.73464012146,2653.6456584930424,4168.796682357788
mps-uncap,0.5,74.40996170043945,66.06340408325195,24.18982982635498
mps-uncap,0.6,85.02671718597412,92.41127967834474,28.89537811279297
mps-uncap,0.7,122.21765518188477,120.77054977416994,38.515448570251465
mps-uncap,0.1,43.827176094055176,50.35746097564698,14.244937896728517
mps-uncap,0.2,41.4184331893921,48.12464714050293,15.742301940917969
mps-uncap,0.3,46.601009368896484,44.90232467651367,16.621708869934082
mps-uncap,0.4,59.71889495849609,51.69010162353516,19.135499000549316
