mode,load,0_efficientnet_b5-8,1_mobilenet_v2-2,2_vgg11-16
mps-uncap,0.8,40.90045928955078,12.674627304077147,9.494638442993164
mps-uncap,0.9,41.50465965270996,12.971103191375732,8.6018443107605
mps-uncap,1.0,45.148417949676514,11.200189590454102,8.693723678588867
mps-uncap,0.5,36.62243843078613,10.647830963134766,9.51704978942871
mps-uncap,0.6,38.0955696105957,11.136054992675783,9.842917919158936
mps-uncap,0.7,39.73504543304444,12.11190223693847,9.99114990234375
mps-uncap,0.1,35.732364654541016,11.163268089294434,11.686210632324217
mps-uncap,0.2,35.21262645721435,10.813665390014641,9.514136314392088
mps-uncap,0.3,34.09754753112796,10.544385910034178,9.83776569366455
mps-uncap,0.4,38.29817533493043,9.961156845092772,9.817004203796387
