mode,load,0_efficientnet_b5-8,1_mobilenet_v2-2,2_vgg11-16
mps-uncap,0.8,173.31528663635245,84.22508239746091,138.62377166748047
mps-uncap,0.9,575.7306385040283,1177.9573202133179,654.0719985961915
mps-uncap,1.0,1822.7281165122986,1360.360026359558,6865.145354270936
mps-uncap,0.5,62.670140266418514,22.988166809082028,30.408525466918896
mps-uncap,0.6,78.50087642669679,28.978567123413093,42.31793642044055
mps-uncap,0.7,121.58224582672122,47.59342670440672,83.1669735908508
mps-uncap,0.1,49.31578636169436,18.50102424621582,17.432799339294416
mps-uncap,0.2,47.98660278320308,21.709942817687974,18.472599983215332
mps-uncap,0.3,51.898531913757346,21.138558387756344,19.9334454536438
mps-uncap,0.4,51.723251342773445,21.751594543457024,23.37968349456787
