mode,load,0_efficientnet_b5-8,1_mobilenet_v2-2,2_vgg11-16
mps-uncap,0.8,38.64006996154785,9.848546981811523,8.159255981445312
mps-uncap,0.9,39.723920822143555,10.752439498901367,8.10396671295166
mps-uncap,1.0,44.16453838348389,9.564638137817383,8.20155143737793
mps-uncap,0.5,29.832792282104492,8.305931091308596,8.136510848999023
mps-uncap,0.6,34.788203239440925,8.304882049560547,8.227491378784181
mps-uncap,0.7,37.56299018859863,8.948922157287598,8.194279670715332
mps-uncap,0.1,34.06691551208496,9.64956283569336,9.95945930480957
mps-uncap,0.2,29.632425308227543,9.690999984741211,8.11002254486084
mps-uncap,0.3,28.581857681274425,9.387874603271484,8.1817626953125
mps-uncap,0.4,29.754996299743652,8.545732498168945,8.255958557128906
