mode,load,0_efficientnet_b5-8,1_mobilenet_v2-2,2_vgg11-16
mps-uncap,0.8,15.33961296081543,3.946542739868164,6.0176849365234375
mps-uncap,0.9,15.194892883300781,3.971099853515625,6.060600280761719
mps-uncap,1.0,15.691757202148438,4.005193710327148,6.0939788818359375
mps-uncap,0.5,15.151023864746094,3.933429718017578,5.803823471069336
mps-uncap,0.6,14.968633651733398,4.07099723815918,5.836725234985352
mps-uncap,0.7,14.93215560913086,4.021167755126953,5.977630615234375
mps-uncap,0.1,15.349626541137695,4.112005233764648,5.953311920166016
mps-uncap,0.2,14.925479888916016,4.030942916870117,5.963563919067383
mps-uncap,0.3,14.911413192749023,3.9963722229003906,5.955219268798828
mps-uncap,0.4,15.020608901977539,3.9942264556884766,5.799770355224609
