mode,load,0_efficientnet_b5-8,1_mobilenet_v2-2,2_vgg11-16
mps-uncap,0.8,107.32321739196775,43.05143356323242,75.1976013183594
mps-uncap,0.9,250.6281375885009,1044.0027713775635,451.9813060760498
mps-uncap,1.0,1574.8118400573733,1130.2626132965088,6146.9635009765625
mps-uncap,0.5,37.061262130737305,13.834238052368164,17.730236053466797
mps-uncap,0.6,48.02703857421876,16.254758834838874,23.860287666320808
mps-uncap,0.7,67.70191192626953,24.275660514831543,39.063668251037654
mps-uncap,0.1,35.225868225097656,11.477804183959966,10.489797592163088
mps-uncap,0.2,31.610822677612312,14.418244361877441,11.862421035766614
mps-uncap,0.3,31.44006729125977,14.069366455078129,13.046503067016602
mps-uncap,0.4,35.533785820007324,13.488721847534183,15.033721923828125
