mode,load,0_efficientnet_b5-8,1_mobilenet_v2-2,2_vgg11-16
mps-uncap,0.8,208.01353454589844,118.6671257019043,163.47861289978027
mps-uncap,0.9,632.4841976165771,1262.666940689087,680.1493167877197
mps-uncap,1.0,1856.0423851013184,1502.389669418335,7075.232982635498
mps-uncap,0.5,52.63543128967285,25.83479881286621,36.936283111572266
mps-uncap,0.6,68.49861145019531,41.18943214416504,60.7757568359375
mps-uncap,0.7,152.65536308288574,70.03474235534668,103.30009460449219
mps-uncap,0.1,33.34188461303711,16.382455825805664,14.143705368041992
mps-uncap,0.2,28.209686279296875,23.97751808166504,18.874406814575195
mps-uncap,0.3,44.36206817626953,26.255369186401367,22.936582565307617
mps-uncap,0.4,37.38975524902344,26.475191116333008,32.57393836975098
