mode,load,0_densenet201-4,1_efficientnet_b7-8,2_vgg13-4
mps-uncap,0.8,20.628929138183594,27.274131774902344,3.3240318298339844
mps-uncap,0.9,26.00729465484619,30.966997146606445,3.5974979400634766
mps-uncap,1.0,34.75773334503174,36.424875259399414,3.9011240005493164
mps-uncap,0.5,18.161296844482422,21.39139175415039,2.5844573974609375
mps-uncap,0.6,17.197132110595703,22.30238914489746,2.7718544006347656
mps-uncap,0.7,18.085241317749023,24.37436580657959,2.99227237701416
mps-uncap,0.1,22.105097770690918,29.286861419677734,2.575397491455078
mps-uncap,0.2,21.404743194580078,21.6677188873291,2.5522708892822266
mps-uncap,0.3,21.070003509521484,21.031618118286133,2.548694610595703
mps-uncap,0.4,20.59769630432129,20.97487449645996,2.546548843383789
