mode,load,0_mobilenet_v3_small-32,1_mobilenet_v3_small-32
mig,0.1,6.01740837097168,6.534776687622071
mig,0.2,8.930447101593,10.449573993682847
mig,0.3,13.869187831878664,14.568390846252358
mig,0.4,14.496984481811538,15.042967796325685
mig,0.5,14.650459289550787,13.904199600219737
mig,0.6,15.560078620910645,15.905661582946776
mig,0.7,25.24008750915525,21.29421234130859
mig,0.8,29.899029731750492,28.695397377014153
mig,0.9,75.92924118041991,52.7013659477234
mig,1.0,399.61475133895874,128.58473777770996
