mode,load,0_mobilenet_v3_small-32,1_mobilenet_v3_small-32
mig,0.1,1.6404151916503906,2.1133184432983376
mig,0.2,4.19197082519531,4.9520015716552725
mig,0.3,5.73582649230957,6.18598461151123
mig,0.4,6.565332412719728,6.51061534881592
mig,0.5,6.465482711791995,5.760002136230469
mig,0.6,7.910490036010742,7.194089889526371
mig,0.7,12.157440185546875,10.300135612487795
mig,0.8,17.29025840759277,14.773750305175783
mig,0.9,41.322612762451165,29.170513153076172
mig,1.0,331.6367149353028,84.96499061584473
