mode,load,0_mobilenet_v3_small-32,1_mobilenet_v3_small-32
mig,0.1,6.421899795532227,6.4774274826049805
mig,0.2,6.244230270385742,6.338858604431152
mig,0.3,6.388950347900391,6.229805946350098
mig,0.4,6.187772750854492,5.9299468994140625
mig,0.5,5.510473251342774,4.781341552734375
mig,0.6,4.510402679443359,4.063558578491212
mig,0.7,4.515647888183594,4.035282135009766
mig,0.8,4.541254043579102,4.0564775466918945
mig,0.9,4.560232162475586,4.075527191162109
mig,1.0,4.586935043334961,4.10916805267334
