mode,load,0_mobilenet_v3_small-32,1_mobilenet_v3_small-32
mig,0.1,11.489391326904297,11.465787887573242
mig,0.2,15.787839889526367,19.873857498168945
mig,0.3,25.085926055908203,25.02298355102539
mig,0.4,24.806976318359375,25.111913681030273
mig,0.5,24.648427963256836,24.49822425842285
mig,0.6,31.575918197631836,27.437925338745117
mig,0.7,44.739723205566406,38.11025619506836
mig,0.8,54.264068603515625,49.73745346069336
mig,0.9,108.55674743652344,94.82097625732422
mig,1.0,432.3916435241699,152.19759941101074
