mode,load,0_mobilenet_v3_small-32,1_mobilenet_v3_small-32
mig,0.1,7.256507873535159,7.680368423461914
mig,0.2,9.765410423278809,10.499095916748043
mig,0.3,11.320018768310547,11.61808967590332
mig,0.4,11.568784713745119,11.290645599365234
mig,0.5,10.941600799560547,9.723663330078125
mig,0.6,12.036323547363281,10.906267166137702
mig,0.7,16.315221786499023,13.96727561950684
mig,0.8,21.397066116333004,18.415904045104988
mig,0.9,45.413923263549805,32.8291654586792
mig,1.0,335.9205961227418,88.6915683746338
